order_id,customer_id,order_date,payment_method,order_status
11281,563,02-05-2023,Debit Card,Cancelled
11282,118,17-01-2023,Debit Card,Delivered
11283,713,15-08-2023,Debit Card,Returned
11284,377,12-05-2023,UPI,Delivered
11285,551,29-07-2023,Credit Card,Delivered
11286,540,13-04-2023,Wallet,Delivered
11287,771,31-10-2023,Wallet,Cancelled
11288,84,17-04-2022,COD,Delivered
11289,454,10-11-2022,Debit Card,Delivered
11290,667,23-10-2023,Debit Card,Delivered
11291,629,02-11-2022,Debit Card,Returned
11292,514,26-12-2022,Wallet,Shipped
11293,605,30-11-2023,COD,Delivered
11294,678,03-05-2022,UPI,Delivered
11295,387,19-09-2023,Credit Card,Shipped
11296,912,16-04-2022,UPI,Delivered
11297,350,14-11-2023,Wallet,Delivered
11298,296,18-03-2022,Debit Card,Delivered
11299,258,24-09-2023,Credit Card,Cancelled
11300,81,28-05-2023,Wallet,Delivered
11301,937,07-09-2022,Wallet,Delivered
11302,268,28-05-2022,Wallet,Delivered
11303,419,10-05-2022,Credit Card,Delivered
11304,235,10-12-2022,Credit Card,Delivered
11305,833,20-06-2023,COD,Delivered
11306,311,22-05-2022,COD,Delivered
11307,813,01-10-2022,UPI,Delivered
11308,975,01-10-2022,Credit Card,Delivered
11309,986,10-02-2023,Credit Card,Returned
11310,357,14-04-2023,Credit Card,Cancelled
11311,213,24-01-2023,COD,Returned
11312,574,09-02-2023,Wallet,Delivered
11313,49,07-12-2022,Debit Card,Delivered
11314,127,07-09-2022,COD,Delivered
11315,223,05-02-2023,Credit Card,Shipped
11316,921,16-04-2023,COD,Cancelled
11317,279,19-02-2023,UPI,Cancelled
11318,408,02-12-2022,Credit Card,Delivered
11319,505,16-05-2023,UPI,Delivered
11320,294,02-04-2023,Credit Card,Delivered
11321,796,16-04-2023,COD,Delivered
11322,277,27-08-2023,Wallet,Delivered
11323,438,26-01-2022,Debit Card,Shipped
11324,107,15-01-2023,UPI,Delivered
11325,658,16-03-2023,COD,Delivered
11326,420,14-07-2022,Wallet,Delivered
11327,611,01-02-2022,COD,Shipped
11328,429,25-08-2022,UPI,Delivered
11329,375,20-07-2023,Debit Card,Delivered
11330,73,19-11-2022,COD,Shipped
11331,949,09-10-2023,Credit Card,Delivered
11332,998,09-11-2023,Wallet,Delivered
11333,634,10-10-2023,COD,Delivered
11334,30,09-11-2022,Wallet,Delivered
11335,188,10-02-2023,Credit Card,Cancelled
11336,364,06-06-2022,Debit Card,Returned
11337,866,01-03-2022,Debit Card,Delivered
11338,800,20-01-2022,Credit Card,Delivered
11339,451,05-08-2022,Wallet,Delivered
11340,195,17-09-2022,COD,Delivered
11341,156,30-03-2022,Credit Card,Delivered
11342,172,27-08-2023,UPI,Delivered
11343,847,07-07-2022,Wallet,Delivered
11344,41,24-09-2023,Debit Card,Cancelled
11345,63,03-11-2023,Credit Card,Delivered
11346,23,07-11-2022,Debit Card,Delivered
11347,360,26-05-2022,Wallet,Delivered
11348,75,16-09-2023,Debit Card,Cancelled
11349,560,06-04-2022,Credit Card,Delivered
11350,672,27-05-2023,Wallet,Delivered
11351,825,10-12-2022,UPI,Delivered
11352,118,24-09-2022,Credit Card,Returned
11353,612,18-03-2022,COD,Delivered
11354,380,13-09-2023,Credit Card,Cancelled
11355,929,13-11-2022,Wallet,Shipped
11356,920,07-02-2022,Credit Card,Returned
11357,679,31-03-2022,UPI,Delivered
11358,290,28-08-2023,UPI,Delivered
11359,440,11-03-2023,COD,Delivered
11360,668,20-07-2023,Debit Card,Shipped
11361,933,16-12-2022,Wallet,Delivered
11362,7,09-08-2023,Wallet,Delivered
11363,196,29-07-2022,Debit Card,Delivered
11364,421,22-02-2023,UPI,Delivered
11365,568,23-03-2023,UPI,Delivered
11366,833,19-01-2023,Credit Card,Delivered
11367,193,11-05-2022,COD,Delivered
11368,559,11-04-2023,COD,Cancelled
11369,148,03-09-2022,COD,Delivered
11370,787,27-12-2022,Credit Card,Delivered
11371,669,17-05-2022,COD,Delivered
11372,202,27-05-2022,Debit Card,Delivered
11373,444,05-06-2023,Credit Card,Returned
11374,914,26-08-2022,Debit Card,Delivered
11375,988,17-02-2023,Credit Card,Delivered
11376,419,20-01-2023,COD,Delivered
11377,427,14-01-2023,Debit Card,Shipped
11378,479,08-05-2023,Debit Card,Delivered
11379,475,21-03-2022,Debit Card,Returned
11380,126,19-08-2023,Credit Card,Delivered
11381,395,05-02-2022,Wallet,Delivered
11382,817,13-01-2023,COD,Delivered
11383,881,17-12-2022,Debit Card,Cancelled
11384,806,12-03-2023,Wallet,Delivered
11385,576,03-05-2023,COD,Shipped
11386,325,11-11-2023,COD,Delivered
11387,392,07-03-2023,Debit Card,Delivered
11388,930,01-10-2023,Debit Card,Delivered
11389,688,25-05-2023,Credit Card,Cancelled
11390,628,27-04-2022,Wallet,Delivered
11391,440,01-07-2022,Wallet,Cancelled
11392,204,02-06-2022,Debit Card,Shipped
11393,486,01-05-2023,COD,Shipped
11394,833,23-07-2022,Debit Card,Delivered
11395,31,04-11-2023,COD,Delivered
11396,388,26-04-2022,COD,Returned
11397,625,08-06-2023,Debit Card,Delivered
11398,877,19-03-2022,UPI,Delivered
11399,434,10-03-2022,Wallet,Delivered
11400,837,03-06-2023,COD,Delivered
11401,926,18-06-2022,COD,Delivered
11402,376,03-08-2022,UPI,Delivered
11403,344,06-03-2022,Credit Card,Delivered
11404,443,06-06-2023,UPI,Delivered
11405,579,03-12-2022,UPI,Delivered
11406,75,17-08-2022,COD,Delivered
11407,557,28-10-2023,Wallet,Delivered
11408,772,30-03-2022,UPI,Delivered
11409,666,19-04-2022,Credit Card,Delivered
11410,155,17-02-2022,Debit Card,Delivered
11411,430,12-05-2023,UPI,Delivered
11412,363,28-08-2022,UPI,Returned
11413,448,23-04-2022,Credit Card,Delivered
11414,987,22-12-2022,Wallet,Returned
11415,234,20-05-2022,UPI,Delivered
11416,563,21-10-2022,UPI,Delivered
11417,818,01-11-2022,Wallet,Delivered
11418,262,26-10-2023,Credit Card,Delivered
11419,827,13-10-2022,UPI,Delivered
11420,125,16-06-2022,Wallet,Delivered
11421,911,04-02-2022,UPI,Delivered
11422,245,07-08-2023,Debit Card,Delivered
11423,542,04-07-2022,COD,Delivered
11424,938,24-01-2022,Debit Card,Shipped
11425,485,26-06-2022,UPI,Delivered
11426,122,22-09-2023,Credit Card,Delivered
11427,125,12-11-2023,COD,Delivered
11428,549,30-08-2023,Debit Card,Delivered
11429,170,12-06-2022,Wallet,Cancelled
11430,124,10-01-2023,Credit Card,Delivered
11431,869,10-02-2023,Debit Card,Delivered
11432,35,31-01-2023,Wallet,Cancelled
11433,87,21-09-2023,UPI,Delivered
11434,646,09-02-2022,Wallet,Delivered
11435,708,16-03-2023,Debit Card,Shipped
11436,786,18-09-2023,Debit Card,Delivered
11437,201,29-11-2022,UPI,Delivered
11438,369,20-06-2023,Wallet,Delivered
11439,797,11-12-2022,Wallet,Delivered
11440,77,01-08-2023,UPI,Delivered
11441,59,23-06-2022,Wallet,Cancelled
11442,431,08-02-2023,UPI,Delivered
11443,638,17-02-2022,Credit Card,Returned
11444,500,25-05-2023,Debit Card,Shipped
11445,913,15-08-2022,Credit Card,Delivered
11446,109,05-12-2022,COD,Delivered
11447,736,01-02-2023,COD,Delivered
11448,278,12-01-2023,COD,Shipped
11449,68,29-07-2023,UPI,Cancelled
11450,69,28-11-2022,Wallet,Delivered
11451,165,25-06-2022,Credit Card,Delivered
11452,489,09-09-2023,Credit Card,Delivered
11453,305,15-12-2022,Credit Card,Shipped
11454,909,12-04-2022,Credit Card,Delivered
11455,674,09-10-2023,COD,Delivered
11456,365,15-05-2023,Credit Card,Cancelled
11457,854,01-02-2022,Wallet,Delivered
11458,821,11-12-2022,COD,Delivered
11459,379,03-10-2023,Credit Card,Delivered
11460,343,01-01-2022,UPI,Delivered
11461,947,30-09-2022,Debit Card,Delivered
11462,899,16-03-2022,Debit Card,Shipped
11463,554,08-03-2022,Debit Card,Delivered
11464,354,18-10-2023,COD,Delivered
11465,416,04-08-2023,Credit Card,Delivered
11466,109,03-02-2023,COD,Delivered
11467,563,31-05-2023,Wallet,Delivered
11468,762,25-11-2023,UPI,Returned
11469,497,14-07-2022,UPI,Cancelled
11470,341,09-07-2023,Debit Card,Delivered
11471,942,24-02-2022,Debit Card,Delivered
11472,383,26-02-2022,Debit Card,Delivered
11473,533,13-11-2023,Credit Card,Shipped
11474,300,23-11-2023,Wallet,Delivered
11475,139,18-10-2022,Wallet,Returned
11476,359,03-09-2023,Wallet,Delivered
11477,836,20-09-2023,Wallet,Shipped
11478,499,23-09-2023,Debit Card,Returned
11479,385,14-05-2023,UPI,Returned
11480,604,19-09-2023,Debit Card,Delivered
11481,959,28-11-2023,Wallet,Delivered
11482,280,18-08-2022,Debit Card,Delivered
11483,637,08-10-2023,Wallet,Returned
11484,483,13-07-2023,COD,Delivered
11485,909,09-10-2022,UPI,Shipped
11486,111,16-03-2023,COD,Cancelled
11487,866,03-03-2023,Credit Card,Delivered
11488,139,06-12-2022,Debit Card,Cancelled
11489,996,22-02-2022,Credit Card,Delivered
11490,435,17-01-2022,Debit Card,Delivered
11491,509,17-01-2023,COD,Delivered
11492,273,23-12-2022,Wallet,Delivered
11493,99,01-08-2023,Wallet,Returned
11494,764,29-04-2023,Debit Card,Delivered
11495,850,03-09-2023,Wallet,Delivered
11496,104,26-02-2022,COD,Delivered
11497,214,16-04-2023,Wallet,Returned
11498,761,15-07-2023,COD,Delivered
11499,664,02-12-2023,Credit Card,Cancelled
11500,762,08-05-2022,COD,Delivered
11501,787,18-04-2023,UPI,Delivered
11502,165,22-12-2022,UPI,Delivered
11503,999,08-10-2023,UPI,Delivered
11504,853,06-01-2022,Debit Card,Cancelled
11505,520,14-03-2022,Debit Card,Delivered
11506,284,18-01-2022,Debit Card,Returned
11507,517,18-02-2023,COD,Delivered
11508,657,03-11-2023,Debit Card,Delivered
11509,613,16-10-2022,Credit Card,Shipped
11510,164,05-09-2022,UPI,Returned
11511,886,07-01-2023,COD,Delivered
11512,659,21-07-2023,UPI,Delivered
11513,64,11-04-2023,Debit Card,Delivered
11514,91,14-01-2023,COD,Delivered
11515,117,30-06-2022,Wallet,Returned
11516,866,24-10-2023,Credit Card,Returned
11517,267,14-04-2022,Debit Card,Delivered
11518,822,21-11-2023,Debit Card,Shipped
11519,685,02-06-2023,Credit Card,Delivered
11520,559,09-12-2022,Credit Card,Delivered
11521,140,06-06-2022,Wallet,Delivered
11522,246,01-10-2022,Debit Card,Delivered
11523,661,12-12-2022,Debit Card,Delivered
11524,758,20-02-2023,UPI,Delivered
11525,395,06-10-2022,COD,Delivered
11526,487,01-08-2023,COD,Delivered
11527,476,18-02-2022,UPI,Cancelled
11528,517,06-01-2023,COD,Delivered
11529,977,06-07-2023,Credit Card,Delivered
11530,184,05-05-2023,COD,Returned
11531,20,28-06-2022,COD,Shipped
11532,937,18-09-2022,UPI,Shipped
11533,558,10-03-2023,Wallet,Delivered
11534,524,23-05-2023,COD,Delivered
11535,582,10-02-2022,COD,Delivered
11536,529,25-02-2022,Wallet,Delivered
11537,883,29-01-2023,UPI,Shipped
11538,147,23-06-2023,Wallet,Delivered
11539,666,26-07-2023,UPI,Delivered
11540,304,29-08-2023,Credit Card,Delivered
11541,620,11-11-2022,UPI,Delivered
11542,748,13-03-2023,Credit Card,Returned
11543,820,20-05-2023,Credit Card,Delivered
11544,864,03-05-2023,UPI,Delivered
11545,582,26-11-2022,Debit Card,Delivered
11546,695,21-10-2023,UPI,Delivered
11547,762,04-07-2022,COD,Delivered
11548,228,09-04-2022,COD,Delivered
11549,102,17-07-2022,Debit Card,Delivered
11550,587,24-09-2023,Credit Card,Returned
11551,417,05-10-2023,Debit Card,Shipped
11552,958,17-08-2023,COD,Shipped
11553,216,01-07-2022,Debit Card,Shipped
11554,407,25-06-2023,UPI,Delivered
11555,399,07-08-2022,Debit Card,Delivered
11556,923,29-12-2022,Credit Card,Delivered
11557,715,30-09-2022,UPI,Cancelled
11558,704,15-01-2022,Wallet,Shipped
11559,761,14-09-2022,COD,Cancelled
11560,499,30-08-2023,COD,Delivered
11561,754,14-04-2023,Debit Card,Shipped
11562,465,22-09-2022,UPI,Delivered
11563,691,17-01-2023,Wallet,Delivered
11564,949,19-01-2022,UPI,Delivered
11565,974,22-02-2022,COD,Delivered
11566,731,03-07-2023,UPI,Delivered
11567,82,05-10-2023,Wallet,Delivered
11568,604,20-09-2023,Debit Card,Delivered
11569,947,16-03-2023,Credit Card,Delivered
11570,687,28-12-2022,UPI,Cancelled
11571,751,09-10-2022,Credit Card,Delivered
11572,772,26-08-2022,COD,Delivered
11573,903,30-10-2022,Debit Card,Cancelled
11574,365,29-01-2022,Debit Card,Shipped
11575,163,12-08-2022,UPI,Delivered
11576,48,14-06-2022,Debit Card,Delivered
11577,511,27-06-2022,UPI,Delivered
11578,329,26-11-2022,UPI,Delivered
11579,840,02-11-2023,Credit Card,Delivered
11580,116,08-08-2023,Debit Card,Cancelled
11581,941,09-03-2022,UPI,Delivered
11582,849,28-06-2023,Credit Card,Cancelled
11583,337,29-10-2022,Wallet,Cancelled
11584,881,01-06-2023,Credit Card,Shipped
11585,737,06-11-2023,Credit Card,Delivered
11586,864,09-06-2023,UPI,Shipped
11587,840,09-10-2022,COD,Delivered
11588,147,13-08-2022,COD,Delivered
11589,575,18-04-2023,COD,Delivered
11590,806,06-02-2023,Credit Card,Delivered
11591,323,19-04-2023,UPI,Returned
11592,443,07-09-2023,Debit Card,Delivered
11593,837,01-01-2022,Credit Card,Delivered
11594,13,07-11-2022,Credit Card,Delivered
11595,943,23-08-2022,UPI,Delivered
11596,494,15-05-2022,Wallet,Delivered
11597,701,13-05-2023,Credit Card,Cancelled
11598,287,30-01-2022,Wallet,Delivered
11599,720,09-03-2023,Wallet,Delivered
11600,114,07-04-2023,COD,Delivered
11601,480,09-05-2022,UPI,Delivered
11602,22,07-06-2023,Wallet,Delivered
11603,349,27-01-2022,UPI,Delivered
11604,726,17-04-2023,COD,Shipped
11605,683,16-07-2023,UPI,Delivered
11606,835,01-01-2022,Credit Card,Delivered
11607,566,22-02-2022,Wallet,Delivered
11608,906,19-10-2023,UPI,Cancelled
11609,810,10-01-2023,Debit Card,Delivered
11610,320,12-07-2023,UPI,Delivered
11611,126,05-03-2023,Wallet,Returned
11612,277,14-10-2023,COD,Delivered
11613,976,29-05-2023,COD,Delivered
11614,204,20-01-2022,Wallet,Delivered
11615,194,29-11-2023,Credit Card,Delivered
11616,681,01-10-2023,Credit Card,Delivered
11617,664,17-12-2022,COD,Delivered
11618,547,16-01-2022,COD,Delivered
11619,696,21-02-2023,Wallet,Delivered
11620,286,19-09-2022,Credit Card,Delivered
11621,57,25-05-2023,COD,Shipped
11622,734,14-09-2022,Credit Card,Cancelled
11623,303,02-03-2023,COD,Returned
11624,163,19-06-2022,UPI,Delivered
11625,19,31-01-2022,Debit Card,Delivered
11626,370,29-11-2022,UPI,Delivered
11627,264,02-07-2023,COD,Delivered
11628,794,25-05-2023,Debit Card,Shipped
11629,113,26-08-2023,Debit Card,Delivered
11630,488,04-07-2022,COD,Delivered
11631,327,14-03-2022,COD,Delivered
11632,542,17-10-2022,Credit Card,Delivered
11633,647,02-01-2023,COD,Delivered
11634,579,25-07-2022,Wallet,Delivered
11635,65,04-01-2022,COD,Delivered
11636,292,21-06-2023,Wallet,Cancelled
11637,25,21-07-2023,COD,Delivered
11638,549,01-07-2022,Credit Card,Shipped
11639,1,27-08-2022,Wallet,Cancelled
11640,911,17-12-2022,UPI,Delivered
11641,549,29-07-2023,Wallet,Returned
11642,141,27-12-2022,Credit Card,Delivered
11643,744,16-08-2023,Wallet,Shipped
11644,648,09-06-2022,COD,Delivered
11645,901,21-09-2023,COD,Delivered
11646,188,19-05-2023,Credit Card,Delivered
11647,128,16-03-2022,Debit Card,Delivered
11648,201,16-07-2022,COD,Shipped
11649,127,23-03-2023,UPI,Delivered
11650,257,08-03-2023,Credit Card,Delivered
11651,676,12-06-2022,Wallet,Delivered
11652,547,29-08-2023,Wallet,Shipped
11653,194,02-10-2022,UPI,Delivered
11654,703,21-02-2022,COD,Delivered
11655,104,05-09-2023,Credit Card,Delivered
11656,535,30-01-2022,UPI,Returned
11657,265,24-04-2023,COD,Delivered
11658,802,10-03-2022,Credit Card,Delivered
11659,942,19-07-2023,Wallet,Delivered
11660,974,05-11-2023,Credit Card,Returned
11661,384,16-06-2022,Debit Card,Delivered
11662,260,02-10-2022,Credit Card,Delivered
11663,414,14-11-2023,Debit Card,Delivered
11664,991,07-08-2022,Credit Card,Cancelled
11665,358,10-06-2022,Debit Card,Shipped
11666,75,08-09-2022,Wallet,Delivered
11667,355,09-08-2023,COD,Delivered
11668,584,20-03-2022,Debit Card,Delivered
11669,771,08-07-2023,Debit Card,Delivered
11670,910,17-01-2023,Wallet,Delivered
11671,188,23-11-2023,Debit Card,Delivered
11672,973,13-05-2023,UPI,Delivered
11673,685,18-06-2022,Wallet,Shipped
11674,992,12-01-2023,UPI,Delivered
11675,290,09-09-2023,Wallet,Delivered
11676,45,17-11-2023,Debit Card,Delivered
11677,573,28-11-2022,UPI,Delivered
11678,83,04-12-2022,Debit Card,Delivered
11679,123,10-04-2022,Wallet,Delivered
11680,358,19-07-2023,Debit Card,Delivered
11681,528,17-08-2023,UPI,Returned
11682,66,18-04-2023,UPI,Shipped
11683,936,13-09-2022,Debit Card,Delivered
11684,657,25-09-2022,Credit Card,Delivered
11685,375,10-06-2022,Wallet,Delivered
11686,162,02-04-2023,Wallet,Delivered
11687,746,09-01-2023,Debit Card,Delivered
11688,380,19-07-2023,Credit Card,Returned
11689,656,04-02-2023,UPI,Shipped
11690,358,13-04-2023,COD,Shipped
11691,188,17-05-2022,COD,Delivered
11692,322,20-04-2023,Debit Card,Cancelled
11693,450,09-08-2023,Credit Card,Returned
11694,474,26-07-2023,Credit Card,Delivered
11695,13,11-05-2023,Wallet,Delivered
11696,184,16-08-2023,UPI,Cancelled
11697,111,02-02-2022,Credit Card,Delivered
11698,927,15-04-2022,COD,Delivered
11699,508,10-03-2023,UPI,Delivered
11700,290,15-03-2023,UPI,Delivered
11701,295,25-12-2022,Debit Card,Delivered
11702,451,13-11-2022,Credit Card,Shipped
11703,904,30-09-2023,Debit Card,Delivered
11704,215,11-01-2022,Credit Card,Delivered
11705,974,13-07-2022,Wallet,Delivered
11706,632,24-05-2023,Debit Card,Delivered
11707,894,12-12-2022,Debit Card,Delivered
11708,567,13-09-2022,COD,Delivered
11709,27,15-11-2023,Debit Card,Delivered
11710,630,10-08-2022,Credit Card,Delivered
11711,733,08-10-2022,COD,Delivered
11712,231,25-01-2022,Debit Card,Delivered
11713,565,17-08-2022,Debit Card,Delivered
11714,807,01-04-2023,Wallet,Delivered
11715,321,28-08-2022,Debit Card,Shipped
11716,913,14-10-2023,UPI,Delivered
11717,233,25-03-2023,COD,Delivered
11718,670,14-09-2022,UPI,Delivered
11719,437,14-05-2022,COD,Delivered
11720,781,02-05-2023,Wallet,Shipped
11721,533,05-08-2022,Debit Card,Delivered
11722,403,01-11-2023,Debit Card,Delivered
11723,53,15-07-2022,Debit Card,Delivered
11724,787,08-09-2022,COD,Delivered
11725,313,10-12-2022,Debit Card,Cancelled
11726,281,14-10-2023,UPI,Delivered
11727,726,02-06-2023,Debit Card,Delivered
11728,31,22-11-2023,Wallet,Delivered
11729,337,05-03-2023,UPI,Delivered
11730,183,29-04-2023,Debit Card,Cancelled
11731,23,11-10-2023,Debit Card,Delivered
11732,544,08-03-2023,Credit Card,Delivered
11733,446,13-12-2022,COD,Delivered
11734,74,29-05-2023,UPI,Delivered
11735,10,03-12-2022,Credit Card,Delivered
11736,484,09-06-2023,Wallet,Delivered
11737,456,16-04-2022,COD,Delivered
11738,566,06-09-2022,UPI,Delivered
11739,564,04-12-2022,Debit Card,Delivered
11740,660,08-04-2022,UPI,Shipped
11741,160,07-02-2023,Debit Card,Delivered
11742,882,13-12-2022,COD,Delivered
11743,14,02-01-2022,Debit Card,Delivered
11744,178,29-09-2023,Wallet,Delivered
11745,412,07-06-2023,Debit Card,Delivered
11746,878,28-11-2022,Wallet,Cancelled
11747,53,28-04-2022,COD,Delivered
11748,408,06-09-2022,COD,Delivered
11749,847,04-01-2022,UPI,Delivered
11750,22,04-05-2022,Wallet,Delivered
11751,30,22-10-2022,Wallet,Delivered
11752,703,27-05-2023,Credit Card,Returned
11753,260,18-03-2022,Credit Card,Delivered
11754,205,29-09-2023,Credit Card,Delivered
11755,59,04-08-2022,Debit Card,Delivered
11756,471,07-06-2023,Credit Card,Delivered
11757,776,23-03-2023,Wallet,Delivered
11758,466,03-08-2023,Debit Card,Delivered
11759,12,01-08-2022,COD,Delivered
11760,631,17-06-2022,UPI,Delivered
11761,927,11-10-2023,Credit Card,Delivered
11762,974,15-11-2023,COD,Delivered
11763,290,12-10-2023,Wallet,Delivered
11764,850,19-03-2022,UPI,Delivered
11765,760,10-09-2023,COD,Delivered
11766,354,29-04-2023,UPI,Delivered
11767,639,30-04-2022,Credit Card,Delivered
11768,75,01-10-2022,Wallet,Cancelled
11769,873,20-09-2022,UPI,Delivered
11770,716,18-01-2023,COD,Delivered
11771,561,20-06-2022,Credit Card,Delivered
11772,591,21-06-2022,Credit Card,Delivered
11773,441,31-10-2022,COD,Delivered
11774,991,25-09-2022,COD,Delivered
11775,241,26-06-2022,UPI,Delivered
11776,861,15-11-2023,Debit Card,Delivered
11777,154,27-11-2022,Credit Card,Delivered
11778,786,02-07-2022,UPI,Returned
11779,96,19-10-2022,COD,Delivered
11780,726,10-06-2022,UPI,Delivered
11781,294,04-06-2023,COD,Delivered
11782,209,23-10-2022,Wallet,Delivered
11783,343,17-09-2022,COD,Delivered
11784,88,06-08-2022,COD,Delivered
11785,818,13-09-2022,COD,Delivered
11786,776,27-08-2023,Debit Card,Delivered
11787,937,27-04-2023,COD,Cancelled
11788,390,30-08-2022,Credit Card,Shipped
11789,325,29-04-2023,Credit Card,Delivered
11790,940,27-03-2022,UPI,Delivered
11791,889,28-01-2022,Debit Card,Delivered
11792,832,05-12-2022,UPI,Delivered
11793,157,30-10-2022,Credit Card,Delivered
11794,668,05-05-2022,Credit Card,Delivered
11795,651,25-08-2022,Wallet,Shipped
11796,633,25-07-2023,COD,Delivered
11797,577,24-10-2022,Credit Card,Delivered
11798,619,03-02-2022,UPI,Delivered
11799,659,05-04-2023,UPI,Cancelled
11800,137,20-08-2023,COD,Delivered
11801,923,22-12-2022,COD,Delivered
11802,674,22-03-2022,Wallet,Delivered
11803,428,23-03-2022,Debit Card,Cancelled
11804,452,27-10-2022,UPI,Delivered
11805,612,18-05-2022,COD,Cancelled
11806,850,10-11-2023,UPI,Delivered
11807,911,20-05-2022,COD,Delivered
11808,819,30-07-2023,Credit Card,Delivered
11809,141,16-04-2022,UPI,Delivered
11810,83,08-03-2022,Credit Card,Delivered
11811,177,12-12-2022,UPI,Cancelled
11812,198,10-09-2022,Debit Card,Delivered
11813,624,18-09-2023,Wallet,Delivered
11814,568,04-11-2023,Credit Card,Delivered
11815,972,08-04-2023,COD,Delivered
11816,691,23-09-2023,Debit Card,Delivered
11817,421,31-08-2023,UPI,Delivered
11818,401,26-02-2023,Credit Card,Delivered
11819,698,16-04-2023,UPI,Delivered
11820,471,11-05-2023,UPI,Shipped
11821,218,11-11-2023,UPI,Delivered
11822,925,12-03-2022,Wallet,Cancelled
11823,929,30-01-2022,Wallet,Delivered
11824,828,13-06-2023,COD,Delivered
11825,987,23-09-2022,Credit Card,Delivered
11826,729,18-08-2022,Debit Card,Delivered
11827,632,19-06-2023,Debit Card,Cancelled
11828,951,07-04-2022,Debit Card,Delivered
11829,906,13-09-2022,UPI,Delivered
11830,175,03-10-2022,Wallet,Cancelled
11831,23,09-02-2022,Credit Card,Delivered
11832,725,20-10-2023,UPI,Delivered
11833,917,07-01-2023,Wallet,Delivered
11834,235,27-11-2023,Wallet,Cancelled
11835,13,23-08-2022,Credit Card,Delivered
11836,101,20-02-2022,Credit Card,Delivered
11837,929,25-04-2022,Credit Card,Delivered
11838,536,22-04-2023,UPI,Shipped
11839,876,09-12-2022,COD,Delivered
11840,523,16-08-2023,Credit Card,Delivered
11841,785,02-02-2023,COD,Delivered
11842,452,10-06-2023,UPI,Shipped
11843,431,19-07-2022,COD,Cancelled
11844,793,17-02-2023,Debit Card,Shipped
11845,606,08-09-2022,COD,Delivered
11846,713,23-07-2022,Credit Card,Delivered
11847,533,03-10-2022,UPI,Delivered
11848,852,27-03-2022,Credit Card,Cancelled
11849,979,22-10-2023,Debit Card,Delivered
11850,723,06-08-2022,Credit Card,Delivered
11851,652,15-10-2023,Credit Card,Returned
11852,293,10-06-2022,Credit Card,Delivered
11853,810,01-08-2023,Wallet,Delivered
11854,913,22-07-2022,Debit Card,Delivered
11855,101,30-01-2023,Credit Card,Delivered
11856,502,27-02-2022,Credit Card,Returned
11857,304,20-03-2022,Credit Card,Delivered
11858,871,02-03-2022,UPI,Delivered
11859,540,29-10-2023,Wallet,Delivered
11860,553,04-08-2022,UPI,Delivered
11861,355,02-05-2023,Wallet,Delivered
11862,303,21-06-2023,Credit Card,Delivered
11863,496,03-10-2022,Debit Card,Delivered
11864,658,24-06-2022,COD,Delivered
11865,768,27-01-2022,COD,Delivered
11866,974,07-01-2022,Credit Card,Delivered
11867,227,24-05-2023,UPI,Cancelled
11868,236,22-12-2022,Debit Card,Returned
11869,873,18-04-2023,Wallet,Returned
11870,892,26-06-2022,Credit Card,Delivered
11871,455,08-04-2022,Debit Card,Delivered
11872,13,03-04-2023,Debit Card,Delivered
11873,210,25-03-2022,Wallet,Delivered
11874,741,18-03-2023,Debit Card,Delivered
11875,397,05-04-2022,UPI,Delivered
11876,100,16-03-2022,UPI,Shipped
11877,31,28-02-2022,UPI,Delivered
11878,898,29-05-2022,Debit Card,Delivered
11879,528,13-04-2022,UPI,Returned
11880,649,28-10-2022,Wallet,Delivered
11881,329,21-03-2022,Debit Card,Cancelled
11882,166,02-03-2022,COD,Returned
11883,459,17-10-2022,Debit Card,Shipped
11884,822,26-06-2023,Wallet,Delivered
11885,952,10-02-2023,COD,Delivered
11886,982,27-04-2023,Debit Card,Delivered
11887,993,13-07-2022,UPI,Delivered
11888,100,08-03-2023,Credit Card,Delivered
11889,621,30-11-2023,Credit Card,Delivered
11890,855,18-02-2022,UPI,Delivered
11891,173,24-02-2022,Credit Card,Delivered
11892,749,17-06-2022,Credit Card,Cancelled
11893,162,29-03-2022,UPI,Returned
11894,905,28-08-2022,UPI,Delivered
11895,728,26-03-2022,Debit Card,Delivered
11896,776,09-10-2023,Debit Card,Returned
11897,263,15-06-2023,UPI,Delivered
11898,804,16-05-2022,Wallet,Cancelled
11899,274,03-11-2023,Credit Card,Shipped
11900,3,13-11-2023,Debit Card,Delivered
11901,28,01-11-2023,Credit Card,Cancelled
11902,326,08-11-2023,COD,Delivered
11903,940,27-12-2022,UPI,Delivered
11904,149,04-10-2023,Wallet,Delivered
11905,540,17-09-2023,COD,Delivered
11906,488,27-09-2022,COD,Returned
11907,822,06-10-2022,COD,Delivered
11908,438,12-11-2023,UPI,Delivered
11909,65,23-09-2023,Debit Card,Delivered
11910,356,17-12-2022,UPI,Returned
11911,533,13-07-2022,Debit Card,Shipped
11912,252,08-06-2023,COD,Returned
11913,235,07-01-2023,COD,Delivered
11914,227,13-02-2023,Wallet,Delivered
11915,525,04-10-2022,Debit Card,Delivered
11916,313,06-11-2022,COD,Delivered
11917,49,10-11-2022,Credit Card,Delivered
11918,118,17-04-2023,Wallet,Delivered
11919,54,01-02-2023,UPI,Delivered
11920,650,17-03-2022,Wallet,Returned
